cod_a,cod_b,sim_nombre,sim_direccion,mismo_telefono,nombre_a,nombre_b,depto,municipio,idx_a,idx_b
01-08-0545-46,01-08-0550-46,100.0,93.33333333333333,False,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO 0,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO 0,GUATEMALA,MIXCO,6628,6630
01-08-8516-46,01-08-8667-46,100.0,93.33333333333333,True,COLEGIO DE INFORMATICA IMB-PC 4TA.,COLEGIO DE INFORMATICA IMB-PC 4TA.,GUATEMALA,MIXCO,6984,6998
10-01-0359-46,10-01-0427-46,100.0,92.6829268292683,False,"COLEGIO PRIVADO MIXTO DE LIDERAZGO ""ILAG""","COLEGIO PRIVADO MIXTO DE LIDERAZGO ""ILAG""",SUCHITEPEQUEZ,MAZATENANGO,3426,3460
19-07-0019-46,19-07-0021-46,100.0,92.6829268292683,True,LICEO MIXTO EBENEZER,LICEO MIXTO EBENEZER,ZACAPA,CABANAS,4003,4004
01-08-0357-46,01-08-0359-46,100.0,92.5,False,COLEGIO DE INFORMÁTICA JUSTO RUFINO BAUTISTA 16,COLEGIO DE INFORMÁTICA JUSTO RUFINO BAUTISTA 16,GUATEMALA,MIXCO,6578,6579
09-01-0139-46,09-01-3670-46,100.0,92.06349206349206,False,INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,QUETZALTENANGO,QUETZALTENANGO,527,744
13-01-0292-46,13-01-1505-46,100.0,91.89189189189189,False,LICEO PRIVADO MIXTO CENTROAMERICANO HUEHUETECO 5A.,LICEO PRIVADO MIXTO CENTROAMERICANO HUEHUETECO 5A.,HUEHUETENANGO,HUEHUETENANGO,8182,8256
01-16-0108-46,01-16-8866-46,100.0,91.42857142857143,True,LICEO CENTROAMERICANO BOCA DEL MONTE 1A.,LICEO CENTROAMERICANO BOCA DEL MONTE 1A.,GUATEMALA,VILLA CANALES,7898,7953
09-02-0036-46,09-02-0037-46,100.0,91.30434782608697,True,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,QUETZALTENANGO,SALCAJA,801,802
01-04-0020-46,01-04-0023-46,100.0,90.9090909090909,False,COLEGIO ALFA Y OMEGA,COLEGIO ALFA Y OMEGA,GUATEMALA,SAN JOSE DEL GOLFO,6352,6353
17-13-0117-46,17-13-0143-46,100.0,90.9090909090909,True,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""","COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",PETEN,LAS CRUCES,477,491
01-10-0075-46,01-10-0185-46,100.0,90.0,False,COLEGIO CRISTIANO SECRETARIAL LA LUZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,GUATEMALA,SAN JUAN SACATEPEQUEZ,7082,7109
01-10-0075-46,01-10-0186-46,100.0,90.0,False,COLEGIO CRISTIANO SECRETARIAL LA LUZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,GUATEMALA,SAN JUAN SACATEPEQUEZ,7082,7110
14-20-0244-46,14-20-0245-46,100.0,90.0,False,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,QUICHE,IXCAN,1353,1354
01-14-0213-46,01-14-0220-46,100.0,89.79591836734694,True,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA 1RA Y 2DA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA 1RA Y 2DA,GUATEMALA,AMATITLAN INED,7364,7367
03-01-0052-46,03-01-0272-46,100.0,89.36170212765957,True,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1753,1831
03-01-0052-46,03-01-1402-46,100.0,89.36170212765957,True,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1753,1894
12-15-0089-46,12-15-0120-46,100.0,87.5,True,LICEO EXPERIMENTAL,LICEO EXPERIMENTAL,SAN MARCOS,MALACATAN,2608,2620
01-08-0308-46,01-08-0560-46,100.0,87.17948717948718,True,COLEGIO IMB-PC 7A.,COLEGIO IMB-PC 7A.,GUATEMALA,MIXCO,6565,6635
02-01-0068-46,02-01-0075-46,100.0,87.12871287128714,True,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,EL PROGRESO,GUASTATOYA,5368,5372
01-16-0046-46,01-16-0163-46,100.0,86.48648648648648,True,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC 6A.,COLEGIO DE INFORMATICA AVANZADA COMPUCEIC 6A.,GUATEMALA,VILLA CANALES,7886,7919
01-08-0597-46,01-08-0605-46,100.0,86.36363636363636,True,CENTRO EDUCATIVO SANTANDER DE MIXCO 8A.,CENTRO EDUCATIVO SANTANDER DE MIXCO 8A.,GUATEMALA,MIXCO,6645,6649
10-13-0045-46,10-13-2613-46,100.0,86.36363636363636,True,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA,SUCHITEPEQUEZ,CHICACAO,3639,3651
10-02-0054-46,10-02-2325-46,100.0,86.20689655172413,True,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,SUCHITEPEQUEZ,CUYOTENANGO,3519,3533
03-12-0049-46,03-12-0050-46,100.0,86.07594936708861,True,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""","ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""",SACATEPEQUEZ,CIUDAD VIEJA,2118,2119
17-03-0002-46,17-03-3992-46,100.0,85.71428571428572,True,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",PETEN,SAN BENITO,79,142
03-01-0091-46,03-01-1250-46,100.0,85.71428571428572,True,INSTITUTO TECNICO EMPRESARIAL,INSTITUTO TECNICO EMPRESARIAL,SACATEPEQUEZ,ANTIGUA GUATEMALA,1767,1875
05-06-0123-46,05-06-0124-46,100.0,85.33333333333333,True,CENTRO EDUCATIVO OPORTUNIDAD C.E.O. PARCELA 124,CENTRO EDUCATIVO OPORTUNIDAD C.E.O. PARCELA 124,ESCUINTLA,TIQUISATE,5957,5958
16-01-0926-46,16-01-0927-46,100.0,85.0,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA 2A.,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA 2A.,ALTA VERAPAZ,COBAN,4098,4099
15-02-0119-46,15-02-0120-46,100.0,85.0,True,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,BAJA VERAPAZ,SAN MIGUEL CHICAJ,4568,4569
01-08-0479-46,01-08-8431-46,100.0,85.0,True,CENTRO EDUCATIVO LINCOLN 1A.,CENTRO EDUCATIVO LINCOLN 1A.,GUATEMALA,MIXCO,6611,6979
01-06-0146-46,01-06-0147-46,100.0,84.84848484848484,True,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO LAS FLORES PLAZA CENTRAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO LAS FLORES PLAZA CENTRAL,GUATEMALA,CHINAUTLA,6448,6449
01-10-0258-46,01-10-0261-46,100.0,84.28571428571429,True,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),GUATEMALA,SAN JUAN SACATEPEQUEZ,7133,7134
01-15-0655-46,01-15-7826-46,100.0,84.05797101449275,True,COLEGIO CRISTIANO EL OLIVO 6A.,COLEGIO CRISTIANO EL OLIVO 6A.,GUATEMALA,VILLA NUEVA,7617,7789
01-17-0126-46,01-17-7477-46,100.0,83.87096774193549,True,CENTRO EDUCATIVO PERSONALIZADO NEZEEL,CENTRO EDUCATIVO PERSONALIZADO NEZEEL,GUATEMALA,SAN MIGUEL PETAPA,7993,8105
01-14-0219-46,01-14-0220-46,100.0,83.80952380952381,True,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA 1RA Y 2DA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA 1RA Y 2DA,GUATEMALA,AMATITLAN INED,7366,7367
11-01-1405-46,11-01-1406-46,100.0,83.72093023255813,True,COLEGIO MIXTO ISIDRO TARACENA,COLEGIO MIXTO ISIDRO TARACENA,RETALHULEU,RETALHULEU,1581,1582
03-07-0019-46,03-07-0027-46,100.0,83.54430379746836,True,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,SACATEPEQUEZ,SAN BARTOLOME MILPAS ALTAS,2016,2020
10-01-2373-46,10-01-2374-46,100.0,83.33333333333334,True,COLEGIO PRIVADO MIXTO 'BEATO HERMANO PEDRO',COLEGIO PRIVADO MIXTO 'BEATO HERMANO PEDRO',SUCHITEPEQUEZ,MAZATENANGO,3490,3491
11-01-0252-46,11-01-0253-46,100.0,82.66666666666667,True,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,RETALHULEU,RETALHULEU,1444,1445
01-10-0261-46,01-10-0329-46,100.0,82.6086956521739,True,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),GUATEMALA,SAN JUAN SACATEPEQUEZ,7134,7158
22-01-0343-46,22-01-0436-46,100.0,82.6086956521739,True,LICEO BETHEL,LICEO BETHEL,JUTIAPA,JUTIAPA,9364,9410
11-01-0522-46,11-01-0552-46,100.0,82.10526315789474,True,COLEGIO NACIONAL DE EDUCACIÓN VIRTUAL TESLA,COLEGIO NACIONAL DE EDUCACIÓN VIRTUAL TESLA,RETALHULEU,RETALHULEU,1548,1560
01-13-0128-46,01-13-9528-46,100.0,81.57894736842105,True,INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ GENESIS,INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ GENESIS,GUATEMALA,FRAIJANES,7262,7284
13-08-0053-46,13-08-7124-46,100.0,80.95238095238095,True,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,HUEHUETENANGO,SAN PEDRO SOLOMA,8438,8448
05-13-0078-46,05-13-0094-46,100.0,80.85106382978724,True,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,ESCUINTLA,NUEVA CONCEPCION,6173,6181
18-01-0182-46,18-01-0695-46,100.0,78.94736842105263,True,INSTITUTO PARTICULAR MIXTO DESARROLLO Y CIENCIA 14,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO 14,IZABAL,PUERTO BARRIOS,8741,8849
04-03-0209-46,04-03-0215-46,100.0,78.48101265822784,True,CENTRO EDUCATIVO SAN JUAN PABLO -CEJUPA- 2A.,CENTRO EDUCATIVO SAN JUAN PABLO -CEJUPA- 2A.,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,4898,4900
16-01-0481-46,16-01-0664-46,100.0,77.77777777777779,True,LICEO AMERICANO DEL NORTE 5TA.,LICEO AMERICANO DEL NORTE 5TA.,ALTA VERAPAZ,COBAN,4047,4074
01-03-0129-46,01-03-0130-46,100.0,77.27272727272727,True,CENTRO EDUCATIVO EL PROGRESO 5A.,CENTRO EDUCATIVO EL PROGRESO 5A.,GUATEMALA,SAN JOSE PINULA,6305,6306
01-03-0130-46,01-03-0132-46,100.0,77.27272727272727,True,CENTRO EDUCATIVO EL PROGRESO 5A.,CENTRO EDUCATIVO EL PROGRESO 5A.,GUATEMALA,SAN JOSE PINULA,6306,6307
01-03-0130-46,01-03-0133-46,100.0,77.27272727272727,True,CENTRO EDUCATIVO EL PROGRESO 5A.,CENTRO EDUCATIVO EL PROGRESO 5A.,GUATEMALA,SAN JOSE PINULA,6306,6308
03-12-0021-46,03-12-0022-46,100.0,76.19047619047619,True,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,SACATEPEQUEZ,CIUDAD VIEJA,2107,2108
01-15-9275-46,01-15-9276-46,100.0,76.0,True,LICEO COMPU-MARKET 4A.,LICEO COMPU-MARKET 4A.,GUATEMALA,VILLA NUEVA,7852,7853
12-15-0146-46,12-15-0735-46,100.0,73.84615384615385,True,"INSTITUTO PRIVADO MIXTO ""MALACATECO""","INSTITUTO PRIVADO MIXTO ""MALACATECO""",SAN MARCOS,MALACATAN,2634,2674
11-01-1447-46,11-01-1448-46,100.0,73.17073170731707,True,COLEGIO COSTA SUR,COLEGIO COSTA SUR,RETALHULEU,RETALHULEU,1588,1589
18-01-0325-46,18-01-2919-46,100.0,72.54901960784314,True,INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO,INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO,IZABAL,PUERTO BARRIOS,8787,8876
12-10-0104-46,12-10-0105-46,100.0,72.0,True,COLEGIO TECNOLOGICO TEJUTLA,COLEGIO TECNOLOGICO TEJUTLA,SAN MARCOS,TEJUTLA,2491,2492
01-13-0081-46,01-13-0082-46,100.0,71.69811320754718,True,LICEO MIXTO MONTE HOREB 2A.,LICEO MIXTO MONTE HOREB 2A.,GUATEMALA,FRAIJANES,7244,7245
03-04-0031-46,03-04-1143-46,100.0,71.42857142857143,True,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,SACATEPEQUEZ,SUMPANGO,1953,1975
17-03-0001-46,17-03-3992-46,100.0,70.58823529411764,True,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",PETEN,SAN BENITO,78,142
01-13-0082-46,01-13-0139-46,100.0,70.37037037037037,True,LICEO MIXTO MONTE HOREB 2A.,LICEO MIXTO MONTE HOREB 2A.,GUATEMALA,FRAIJANES,7245,7267
01-08-0730-46,01-08-0731-46,100.0,69.84126984126983,True,COLEGIO VIRTUAL E-LEARNING FOR LIFE 6A.,COLEGIO VIRTUAL E-LEARNING FOR LIFE 6A.,GUATEMALA,MIXCO,6679,6680
01-08-3029-46,01-08-7676-46,100.0,67.76859504132231,True,COLEGIO MIXTO JUSTO RUFINO,COLEGIO MIXTO JUSTO RUFINO,GUATEMALA,MIXCO,6862,6928
03-08-0051-46,03-08-1346-46,100.0,66.66666666666667,True,COLEGIO MIXTO INTEGRAL,COLEGIO MIXTO INTEGRAL,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,2041,2061
03-08-0017-46,03-08-0039-46,100.0,64.95726495726495,True,COLEGIO VALLE AMERICANO,COLEGIO VALLE AMERICANO,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,2027,2037
17-01-0179-46,17-01-0181-46,100.0,64.58333333333333,True,COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,PETEN,FLORES,43,45
17-12-0142-46,17-12-0143-46,100.0,63.829787234042556,True,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,PETEN,POPTUN,443,444
22-12-0046-46,22-12-2084-46,100.0,62.5,True,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II,JUTIAPA,JALPATAGUA,9602,9623
09-01-0125-46,09-01-0525-46,100.0,62.22222222222222,True,"INSTITUTO NACIONAL ""JACOBO ARBENZ GUZMÁN""","INSTITUTO NACIONAL ""JACOBO ARBENZ GUZMÁN""",QUETZALTENANGO,QUETZALTENANGO,518,657
12-15-0061-46,12-15-5094-46,100.0,60.86956521739131,True,CENTRO PRIVADO DE ESTUDIOS SUPERACION,CENTRO PRIVADO DE ESTUDIOS SUPERACION,SAN MARCOS,MALACATAN,2598,2686
11-04-0017-46,11-04-0019-46,100.0,60.504201680672274,True,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,RETALHULEU,SAN MARTIN ZAPOTITLAN,1624,1625
05-06-0050-46,05-06-0099-46,100.0,60.273972602739725,True,COLEGIO PRIVADO MIXTO BENDICIÓN DEL SABER,COLEGIO PRIVADO MIXTO BENDICIÓN DEL SABER,ESCUINTLA,TIQUISATE,5922,5948
03-12-0024-46,03-12-0061-46,100.0,59.09090909090908,True,LICEO MIXTO INTEGRAL,LICEO MIXTO INTEGRAL,SACATEPEQUEZ,CIUDAD VIEJA,2109,2123
22-01-0664-46,22-01-0725-46,100.0,58.82352941176471,True,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,JUTIAPA,JUTIAPA,9428,9430
17-01-3998-46,17-01-4075-46,100.0,58.666666666666664,True,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,PETEN,FLORES,68,69
17-03-0001-46,17-03-0002-46,100.0,58.06451612903225,True,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",PETEN,SAN BENITO,78,79
05-06-0050-46,05-06-0113-46,100.0,57.53424657534247,True,COLEGIO PRIVADO MIXTO BENDICIÓN DEL SABER,COLEGIO PRIVADO MIXTO BENDICIÓN DEL SABER,ESCUINTLA,TIQUISATE,5922,5956
01-08-0500-46,01-08-7571-46,100.0,56.666666666666664,True,COLEGIO PIRAMIDE 3A.,COLEGIO PIRAMIDE 3A.,GUATEMALA,MIXCO,6616,6920
13-18-0078-46,13-18-0079-46,100.0,53.84615384615385,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,HUEHUETENANGO,SAN MATEO IXTATAN INED,8562,8563
13-26-0244-46,13-26-0246-46,100.0,53.84615384615385,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,HUEHUETENANGO,SANTA CRUZ BARILLAS INED,8653,8655
01-15-0260-46,01-15-2074-46,100.0,53.52112676056338,True,COLEGIO MONTE MARIA,COLEGIO MONTE MARIA,GUATEMALA,VILLA NUEVA,7498,7716
11-01-0292-46,11-01-0293-46,100.0,52.94117647058824,True,"COLEGIO ""JOSÉ BATRES MONTÚFAR""","COLEGIO ""JOSÉ BATRES MONTÚFAR""",RETALHULEU,RETALHULEU,1456,1457
17-14-0044-46,17-14-0086-46,100.0,52.63157894736843,True,LICEO EDUCATIVO SALEM,LICEO EDUCATIVO SALEM,PETEN,EL CHAL,504,510
18-05-0105-46,18-05-3025-46,100.0,51.42857142857142,True,COLEGIO J. HARVARD,COLEGIO J. HARVARD,IZABAL,LOS AMATES,9095,9129
17-11-0080-46,17-11-3899-46,100.0,49.18032786885246,True,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,PETEN,MELCHOR DE MENCOS,416,427
06-01-0127-46,06-01-0128-46,100.0,48.78048780487805,True,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SANTA ROSA,CUILAPA,2926,2927
03-04-1272-46,03-04-1316-46,100.0,47.61904761904761,True,LICEO CIENTIFICO TECNOLOGICO ISRAEL,LICEO CIENTIFICO TECNOLOGICO ISRAEL,SACATEPEQUEZ,SUMPANGO,1980,1981
13-26-0244-46,13-26-0245-46,100.0,47.36842105263158,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,HUEHUETENANGO,SANTA CRUZ BARILLAS INED,8653,8654
10-10-0079-46,10-10-0080-46,100.0,46.808510638297875,True,"LICEO DE COMPUTACIÓN ""SIGLO 21""","LICEO DE COMPUTACIÓN ""SIGLO 21""",SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,3609,3610
13-26-0245-46,13-26-0246-46,100.0,43.75,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,HUEHUETENANGO,SANTA CRUZ BARILLAS INED,8654,8655
11-02-0052-46,11-02-0056-46,100.0,43.24324324324324,True,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,RETALHULEU,SAN SEBASTIAN,1605,1606
12-12-0100-46,12-12-0103-46,100.0,38.095238095238095,True,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,SAN MARCOS,NUEVO PROGRESO,2536,2539
12-12-0100-46,12-12-0104-46,100.0,38.095238095238095,True,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,SAN MARCOS,NUEVO PROGRESO,2536,2540
17-09-0005-46,17-09-0331-46,100.0,37.5,True,INSTITUTO PRIVADO FUENTE DEL SABER,INSTITUTO PRIVADO FUENTE DEL SABER,PETEN,SAN LUIS,314,333
01-16-0188-46,01-16-0191-46,100.0,35.29411764705882,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,GUATEMALA,VILLA CANALES INED,7928,7929
03-01-0210-46,03-01-0947-46,100.0,33.92857142857143,True,COLEGIO ANTIGUA,COLEGIO ANTIGUA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1812,1851
09-17-0080-46,09-17-0082-46,100.0,32.83582089552238,True,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""","LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",QUETZALTENANGO,COLOMBA COSTA CUCA,915,916
02-03-0004-46,02-03-0055-46,100.0,32.25806451612904,True,COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,5392,5399
14-20-0150-46,14-20-5526-46,100.0,31.428571428571427,True,COLEGIO AMERICANO MAYA QUICHE,COLEGIO AMERICANO MAYA QUICHE,QUICHE,IXCAN,1322,1359
12-15-0073-46,12-15-0121-46,100.0,26.315789473684216,True,LICEO ESPAÑOL,LICEO ESPAÑOL,SAN MARCOS,MALACATAN,2603,2621
16-10-0067-46,16-10-1400-46,100.0,0.0,True,INSTITUTO TECNICO EN RECURSOS NATURALES FINCA MUNICIPAL CHIPAR,INSTITUTO TECNICO EN RECURSOS NATURALES FINCA MUNICIPAL CHIPAR,ALTA VERAPAZ,SAN JUAN CHAMELCO,4370,4378
15-02-0107-46,15-02-0108-46,100.0,0.0,True,COLEGIO PARTICULAR BAUTISTA MIXTO CANTÓN LA CRUZ,COLEGIO PARTICULAR BAUTISTA MIXTO CANTÓN LA CRUZ,BAJA VERAPAZ,SAN MIGUEL CHICAJ,4562,4563
04-12-0043-46,04-12-0051-46,100.0,0.0,True,INSTITUTO PRIVADO MIXTO ORIZABA PRIMER CANTÓN,INSTITUTO PRIVADO MIXTO ORIZABA PRIMER CANTÓN,CHIMALTENANGO,SAN PEDRO YEPOCAPA,5035,5037
05-12-0026-46,05-12-0027-46,100.0,0.0,True,LICEO FUENTE DE VIDA COMUNIDAD AGRICOLA SAN NICOLAS,LICEO FUENTE DE VIDA COMUNIDAD AGRICOLA SAN NICOLAS,ESCUINTLA,SAN VICENTE PACAYA,6149,6150
05-06-0028-46,05-06-0084-46,100.0,0.0,True,"LICEO CRISTIANO SHALEM PARCELAS MUNICIPALES, EL ASTILLERO","LICEO CRISTIANO SHALEM PARCELAS MUNICIPALES, EL ASTILLERO",ESCUINTLA,TIQUISATE,5912,5939
05-06-0082-46,05-06-0100-46,100.0,0.0,True,"INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL","INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL",ESCUINTLA,TIQUISATE,5937,5949
05-06-0082-46,05-06-0103-46,100.0,0.0,True,"INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL","INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL",ESCUINTLA,TIQUISATE,5937,5951
05-06-0100-46,05-06-0103-46,100.0,0.0,True,"INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL","INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL",ESCUINTLA,TIQUISATE,5949,5951
13-19-0057-46,13-19-0058-46,100.0,0.0,True,COLEGIO PRIVADO MIXTO GÉNESIS CABECERA MUNICIPAL,COLEGIO PRIVADO MIXTO GÉNESIS CABECERA MUNICIPAL,HUEHUETENANGO,COLOTENANGO,8571,8572
13-07-0063-46,13-07-0064-46,100.0,0.0,True,INSTITUTO PRIVADO MIXTO DIVERSIFICADO JACALTENANGO CANTÓN SAN SEBASTIAN,INSTITUTO PRIVADO MIXTO DIVERSIFICADO JACALTENANGO CANTÓN SAN SEBASTIAN,HUEHUETENANGO,JACALTENANGO,8417,8418
13-03-0067-46,13-03-0068-46,100.0,0.0,True,LICEO PRIVADO MIXTO EMANUEL CABECERA MUNICIPAL,LICEO PRIVADO MIXTO EMANUEL CABECERA MUNICIPAL,HUEHUETENANGO,MALACATANCITO,8343,8344
